materials,names,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,spectrum_17,spectrum_18,spectrum_19,spectrum_20,spectrum_21,spectrum_22,spectrum_23,spectrum_24,spectrum_25,spectrum_26,spectrum_27,spectrum_28,spectrum_29,spectrum_30,spectrum_31
0,Cardboard,0.06386372,0.044131037,0.09173577,0.05659808,0.03842972,0.04885308,0.035754953,0.06898432,0.05097659,0.05297108,0.05702716,0.049997203,0.049037036,0.05274143,0.044262763,0.066063486,0.07936214,0.066208385,0.05306973,0.071474165,0.041174382,0.066591375,0.044647377,0.07712017,0.060255777,0.076758616,0.049306333,0.073980235,0.08564271,0.06841887,0.06583476,0.037101474
0,Cardboard,0.06376851,0.04405161,0.09158163,0.05651052,0.038372707,0.048782095,0.035711855,0.06886994,0.050891187,0.05287624,0.056933463,0.049924962,0.048960656,0.052648794,0.044202156,0.065955855,0.079217836,0.06609402,0.052993428,0.07137006,0.04110505,0.06648813,0.04458616,0.0769986,0.060163584,0.07663354,0.04923516,0.073849924,0.085503206,0.06831127,0.06573805,0.037047677
0,Cardboard,0.06023162,0.04209363,0.08635351,0.053723138,0.03665727,0.046530582,0.034091048,0.065345824,0.048319887,0.05053947,0.054203264,0.047513418,0.046705082,0.050314445,0.04206976,0.06273303,0.075021304,0.06276615,0.050455026,0.06743875,0.039351277,0.062850654,0.042370655,0.07249757,0.05689108,0.072451636,0.046678085,0.07009686,0.08085837,0.06470976,0.062129177,0.03529778
0,Cardboard,0.060476996,0.04229609,0.08675864,0.05395053,0.03680779,0.046716537,0.03420599,0.06563812,0.048536062,0.050783757,0.05443818,0.047697835,0.046901487,0.05055526,0.04222475,0.06300627,0.075394124,0.06305822,0.05065559,0.06770774,0.03952873,0.0631173,0.04253154,0.07281828,0.05713438,0.072772354,0.046864573,0.07043137,0.08121322,0.064982824,0.06238401,0.035439268
0,Cardboard,0.06035489,0.042171065,0.08654278,0.05382539,0.036722545,0.04661479,0.034148827,0.06547542,0.048413955,0.050633617,0.05430442,0.047599845,0.04679026,0.050408542,0.04214514,0.06285263,0.07517864,0.06288998,0.050548032,0.06757574,0.03942059,0.06297983,0.042449743,0.072656274,0.057008583,0.07260164,0.046768945,0.07023872,0.08102412,0.06483823,0.06225675,0.035362463
0,Cardboard,0.0696461,0.04712967,0.10004673,0.061002307,0.04111374,0.052447177,0.038360003,0.074614495,0.055065125,0.05657849,0.06141806,0.053893644,0.052647173,0.056342658,0.047735114,0.071242124,0.085891105,0.07142026,0.0571122,0.077921174,0.04388286,0.072497495,0.048226558,0.08434755,0.06550206,0.083512865,0.05341625,0.07991481,0.09315938,0.07426826,0.071678676,0.039882027
0,Cardboard,0.070111856,0.047214106,0.1006257,0.0612781,0.04126548,0.052675247,0.03856471,0.0749615,0.055304725,0.05668732,0.06166479,0.054165814,0.05285191,0.05646095,0.047994826,0.07154976,0.086230546,0.071692444,0.057388104,0.078448504,0.043974966,0.072943084,0.048499808,0.08490823,0.06589209,0.083995916,0.05372848,0.08022515,0.093685575,0.074679196,0.07215082,0.040061846
0,Cardboard,0.06980358,0.04711969,0.100220546,0.061076663,0.041149337,0.052509386,0.03842831,0.07470579,0.055124205,0.05657045,0.061475165,0.053975694,0.052695096,0.056340337,0.047818266,0.07131918,0.08596049,0.07147657,0.05719352,0.07810149,0.043883123,0.072640724,0.048315406,0.08453219,0.06562605,0.08366124,0.053517547,0.079978526,0.093317725,0.07439252,0.07183875,0.039932117
0,Cardboard,0.06769017,0.04613935,0.09725157,0.05952791,0.040216826,0.051240224,0.037481043,0.07272838,0.053699046,0.055383176,0.05994978,0.05258401,0.051437356,0.055147532,0.046564706,0.06950757,0.08371681,0.069684446,0.055754464,0.07573843,0.042986482,0.07050412,0.047018174,0.08190636,0.06373233,0.08124074,0.052030955,0.07793183,0.09063033,0.07229877,0.06970342,0.03894797
0,Cardboard,0.06798199,0.046140123,0.09758515,0.05967558,0.040290035,0.051362514,0.037609532,0.07290856,0.053818434,0.055389117,0.06006724,0.052741043,0.05153576,0.055162977,0.04672189,0.06966152,0.08386694,0.06980649,0.05591107,0.07607221,0.043001425,0.07077289,0.04718568,0.082253516,0.06396682,0.081520066,0.052221086,0.07806924,0.09093329,0.07253677,0.06999886,0.039046884
0,Cardboard,0.06622308,0.045484077,0.09520306,0.05846211,0.03957985,0.050368663,0.03682146,0.071372606,0.05272326,0.054591082,0.05890857,0.051622957,0.050579842,0.05434984,0.04569557,0.06826918,0.0821867,0.068460286,0.054762073,0.07409556,0.04238443,0.069025874,0.046118706,0.08008417,0.06242227,0.07957108,0.05100003,0.076538846,0.08877713,0.07085394,0.06822078,0.038271077
0,Cardboard,0.058828443,0.041254472,0.084235206,0.052580886,0.035938207,0.04559491,0.03343793,0.06389725,0.047267575,0.049523577,0.05307355,0.0465379,0.045761384,0.0492997,0.041212577,0.061399333,0.07328265,0.061390664,0.049415346,0.06587646,0.03859675,0.061389606,0.041477747,0.070707105,0.05557265,0.070759624,0.04565199,0.06852964,0.07898742,0.063258894,0.060685437,0.03457789
0,Cardboard,0.057677124,0.04065739,0.082547516,0.051686015,0.035384614,0.04485841,0.032898694,0.06277275,0.04645968,0.048795816,0.05221066,0.045760315,0.045036137,0.048565682,0.040517468,0.060371503,0.07196815,0.060347717,0.04858847,0.064585924,0.03805127,0.060207974,0.04074889,0.06924513,0.054506287,0.06941307,0.04481899,0.06734119,0.07750018,0.06210207,0.059499975,0.034009036
0,Cardboard,0.056288376,0.03978391,0.0804291,0.05053221,0.03464808,0.0439055,0.032245316,0.06130642,0.04539575,0.047731817,0.0510588,0.044780057,0.044069093,0.04750421,0.039660245,0.059013546,0.07020216,0.05895032,0.047538698,0.06303872,0.03726508,0.05875188,0.039856274,0.067474395,0.053190894,0.0677188,0.04379669,0.06574031,0.075627655,0.060649656,0.058066487,0.033279914
0,Cardboard,0.06128105,0.04155776,0.08728495,0.05399281,0.03670364,0.046737447,0.034572184,0.06556416,0.048403345,0.04989924,0.054192692,0.047918268,0.04672418,0.04975406,0.042559735,0.06283061,0.074922636,0.062683366,0.050845716,0.068660334,0.038939152,0.06369796,0.042945713,0.07376929,0.057660073,0.07316428,0.047311347,0.069969565,0.08163683,0.06533378,0.06318436,0.035526603
0,Cardboard,0.06745825,0.045741316,0.09676242,0.059214782,0.03999396,0.050984163,0.037368394,0.07231396,0.053380005,0.054911066,0.059583917,0.052354675,0.05113618,0.054692045,0.04639161,0.06910336,0.08313162,0.0692203,0.05550505,0.075492986,0.042653557,0.07021402,0.046848007,0.08158136,0.0634643,0.08086167,0.051833853,0.077395044,0.09019051,0.071958415,0.06947118,0.038757272
0,Cardboard,0.06797065,0.045823537,0.09738994,0.05951102,0.04015645,0.051229443,0.03759578,0.07268272,0.053633537,0.05501659,0.059845295,0.052651055,0.051354624,0.054809254,0.04667635,0.06943044,0.08348644,0.06950492,0.055804186,0.07607337,0.04274399,0.07070016,0.047149193,0.08219914,0.06389139,0.08138158,0.052175708,0.0777206,0.090761915,0.07240578,0.06998751,0.03895375
0,Cardboard,0.07044656,0.047167268,0.100978985,0.06142154,0.04133119,0.052795608,0.038707163,0.07513865,0.05541729,0.056640785,0.061770696,0.05433317,0.052940264,0.05642733,0.048167434,0.07169769,0.086348556,0.071786806,0.057552516,0.07883109,0.0439551,0.07324254,0.0486848,0.08529335,0.06614855,0.08430428,0.053939532,0.08033268,0.09401042,0.074932784,0.07249131,0.040159892
0,Cardboard,0.07040508,0.047143348,0.10091794,0.06138883,0.041310932,0.052768756,0.03868843,0.07509661,0.055386618,0.056611866,0.06173753,0.054304596,0.05291291,0.05639857,0.04814222,0.0716588,0.08629901,0.07174732,0.057522707,0.0787847,0.04393369,0.07319965,0.04865885,0.08524116,0.06611028,0.08425473,0.053909745,0.08028732,0.09395529,0.07488984,0.07244939,0.040139224
0,Cardboard,0.07029533,0.047065195,0.100747675,0.061294664,0.041251466,0.05269214,0.038638964,0.074974656,0.055296656,0.056518327,0.061639354,0.054225206,0.052832514,0.056306504,0.04807384,0.07154522,0.086149454,0.071628176,0.057439428,0.078663506,0.043864984,0.07308316,0.048589215,0.08510149,0.06600652,0.084117465,0.053829446,0.080151305,0.09380173,0.07477066,0.07233838,0.040080797
0,Cardboard,0.06309839,0.043689817,0.09060591,0.055990484,0.038055424,0.048362467,0.035408385,0.06820861,0.050407544,0.05244591,0.056418024,0.049469408,0.048538465,0.05222017,0.043798484,0.06534927,0.078438595,0.06547315,0.052519422,0.07062542,0.040780876,0.065801896,0.044170085,0.07615452,0.059551157,0.07584516,0.04875503,0.07314992,0.08462503,0.06762955,0.065059535,0.036721658
0,Cardboard,0.063120246,0.043636266,0.09060013,0.055975273,0.03803818,0.048350748,0.03541824,0.068183504,0.050384197,0.052382868,0.05638874,0.0494671,0.048515514,0.05216168,0.043804474,0.06532091,0.07838432,0.065431744,0.052513998,0.07065422,0.04073795,0.06581133,0.04417888,0.07617619,0.05955849,0.07584134,0.04876329,0.073101744,0.08461961,0.0676274,0.06508072,0.036715083
0,Cardboard,0.063065216,0.043561324,0.0904938,0.055910118,0.037993085,0.04829863,0.03539338,0.068096615,0.050317235,0.052294128,0.05631432,0.049417756,0.048455313,0.052076288,0.043766282,0.06523749,0.078264974,0.06533783,0.05246054,0.07059619,0.04067414,0.065745816,0.044141438,0.07610301,0.05949949,0.07575573,0.04871873,0.072995074,0.084524035,0.067554556,0.06502428,0.036676485
0,Cardboard,0.07008688,0.047269244,0.10062884,0.061292704,0.041281596,0.0526863,0.038555447,0.07498275,0.055325456,0.05675076,0.06169184,0.054166634,0.05287382,0.056520093,0.047988296,0.071574464,0.08628233,0.07173311,0.057391934,0.078417204,0.044017665,0.072930604,0.048490923,0.08488641,0.06588369,0.08399235,0.05371853,0.08027227,0.09368718,0.07468002,0.07212462,0.040068988
0,Cardboard,0.07034937,0.047337923,0.100966886,0.061458286,0.041375753,0.052823037,0.038671356,0.07519224,0.05547218,0.056836747,0.061845176,0.05432545,0.053000942,0.0566101,0.048137143,0.07176256,0.08649797,0.071905665,0.05755385,0.07871312,0.044086445,0.07318573,0.048646864,0.08520515,0.066107705,0.08427257,0.05389681,0.08046953,0.0939942,0.074919544,0.07239027,0.040176243
0,Cardboard,0.070872195,0.04754929,0.10168251,0.061824687,0.041593727,0.053124595,0.038903993,0.075659804,0.055806406,0.05709511,0.062201306,0.054660942,0.05329539,0.05687178,0.04844264,0.0721891,0.08701499,0.07231827,0.057899565,0.07929886,0.04428315,0.07370809,0.048964463,0.08584981,0.0665695,0.084859006,0.054260314,0.08094246,0.094643034,0.075425066,0.07291863,0.040410813
0,Cardboard,0.07056965,0.047349695,0.101223476,0.06157403,0.0414363,0.05291987,0.038767457,0.07533666,0.055568695,0.056855936,0.061942585,0.0544467,0.053082563,0.05663569,0.048256304,0.07188841,0.08662392,0.0720067,0.057675295,0.078963764,0.044107288,0.07339069,0.04877353,0.08546618,0.06628621,0.08448961,0.054041114,0.08058579,0.09422855,0.07510287,0.07261357,0.040253673
0,Cardboard,0.06988353,0.047112394,0.10030722,0.061113052,0.041166566,0.052540153,0.038463302,0.074750006,0.055152353,0.056563884,0.061502323,0.054016735,0.05271833,0.056337,0.04786025,0.07135642,0.08599221,0.07150235,0.057234034,0.07819342,0.04388133,0.07271288,0.048360664,0.08462597,0.06568874,0.08373506,0.053568736,0.08000828,0.09339685,0.07445477,0.07191979,0.03995728
0,Cardboard,0.06989114,0.046979338,0.10023901,0.061050143,0.04111423,0.05249054,0.038462833,0.07466386,0.055079844,0.05640896,0.06141479,0.053985965,0.052647486,0.05619053,0.047847714,0.07126743,0.085838504,0.07138042,0.057196375,0.07820812,0.043774575,0.07269387,0.048352357,0.084616505,0.06566692,0.08369054,0.053557936,0.079868495,0.09333789,0.07440975,0.07192857,0.039922472
0,Cardboard,0.062844425,0.043654926,0.090294704,0.055842683,0.037978575,0.048242934,0.035294477,0.068028055,0.0502832,0.05240332,0.0562925,0.049323,0.048435606,0.052171525,0.043655958,0.0651927,0.078265384,0.06533156,0.052372396,0.07033576,0.04074066,0.06556122,0.04402055,0.07584591,0.059339926,0.07558944,0.04858474,0.072993785,0.08434393,0.06740833,0.064803295,0.03662599
0,Cardboard,0.062344495,0.043400083,0.08957269,0.055460848,0.03774813,0.047936443,0.035067286,0.0675462,0.04993151,0.052101675,0.05592067,0.048987463,0.04813087,0.051869847,0.04335671,0.06475362,0.077700295,0.06488118,0.052023288,0.0697793,0.040511776,0.06505248,0.04371085,0.07521409,0.058884595,0.07500908,0.048227176,0.07248884,0.08369717,0.06690598,0.064296655,0.036386445
0,Cardboard,0.062208567,0.043299854,0.08935546,0.055341106,0.03767253,0.04784272,0.03500552,0.067394204,0.04981717,0.051985092,0.055800326,0.04888899,0.048032936,0.051755354,0.043272976,0.06461419,0.0775061,0.06472843,0.051918518,0.06963118,0.04042518,0.064908445,0.043624565,0.07503601,0.05875358,0.07483786,0.04812574,0.07231938,0.083505966,0.06675925,0.064157926,0.03631333
0,Cardboard,0.06995968,0.047318075,0.10051034,0.061252028,0.041269496,0.052652385,0.03850265,0.07493402,0.05529827,0.056804802,0.06167185,0.054110743,0.05285762,0.056567594,0.04792616,0.07153895,0.08627074,0.071723126,0.057338595,0.07826982,0.044049382,0.072822005,0.04842386,0.084744245,0.065792486,0.0838844,0.05364134,0.08026298,0.093578294,0.07459488,0.0719937,0.040041044
0,Cardboard,0.06985859,0.04728839,0.10037805,0.061186478,0.041232016,0.052598447,0.038458012,0.07485101,0.05523969,0.05676809,0.061610576,0.05404879,0.052806985,0.05652954,0.047868386,0.07146428,0.08618349,0.07165319,0.057275176,0.07815611,0.044020273,0.07272312,0.04836357,0.08462111,0.06570559,0.083775185,0.053572375,0.08018344,0.0934584,0.074501425,0.071891375,0.039998934
0,Cardboard,0.069829635,0.047265816,0.10033195,0.06116075,0.041215498,0.052577596,0.03844487,0.074817546,0.055214833,0.05674115,0.061583333,0.05402731,0.052784704,0.05650318,0.047850102,0.071433015,0.08614182,0.07162009,0.057252575,0.07812417,0.044000626,0.07269195,0.048344944,0.08458389,0.06567777,0.08373832,0.05355092,0.080145516,0.09341692,0.07446918,0.071862176,0.03998295
