materials,names,color,distance,mode,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,spectrum_17,spectrum_18,spectrum_19,spectrum_20,spectrum_21,spectrum_22,spectrum_23,spectrum_24,spectrum_25,spectrum_26,spectrum_27,spectrum_28,spectrum_29,spectrum_30,spectrum_31
0,Cardboard,N,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15404165,0.0,0.0,0.24245165,0.48603004,0.0,0.0,0.0,0.117354676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1952039,0.0,0.0
0,Cardboard,N,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12350066,0.15203632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021075606,0.0,0.046886805
0,Cardboard,N,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12749934,0.16385482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009356851,0.0,0.045835022
0,Cardboard,N,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12652901,0.16119955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008399306,0.0,0.045529176
0,Cardboard,N,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26851797,0.0,0.0,0.27383316,0.6285402,0.0,0.0,0.0,0.20323774,0.0,0.0,0.0,0.0,0.0,0.0,0.1689773,0.0,0.0,0.0,0.0,0.0,0.30098355,0.0,0.0
0,Cardboard,N,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26203403,0.0,0.0,0.27359354,0.63126487,0.0,0.0,0.0,0.19559756,0.0,0.0,0.0,0.0,0.0,0.0,0.15825789,0.0,0.0,0.0,0.0,0.0,0.29272717,0.0,0.0
0,Cardboard,N,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26324004,0.0,0.0,0.27277625,0.6257347,0.0,0.0,0.0,0.19812778,0.0,0.0,0.0,0.0,0.0,0.0,0.15948834,0.0,0.0,0.0,0.0,0.0,0.29547912,0.0,0.0
0,Cardboard,N,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11055519,0.0,0.0,0.22033101,0.40990168,0.0,0.0,0.0,0.09084605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1532803,0.0,0.009904981
0,Cardboard,N,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1102169,0.0,0.0,0.21887176,0.40201926,0.0,0.0,0.0,0.09243533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15437388,0.0,0.011527665
0,Cardboard,N,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349521,0.0,0.0,0.23516709,0.44776464,0.0,0.0,0.0,0.107828826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17991452,0.0,0.0034483261
0,Cardboard,N,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11354942,0.11868404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214245
0,Cardboard,N,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12290154,0.14958479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04847431
0,Cardboard,N,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12856092,0.1658564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010532284,0.0,0.046897493
0,Cardboard,N,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254168,0.0,0.0,0.23093669,0.4464473,0.0,0.0,0.0,0.09756611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667386,0.0,0.0007412918
0,Cardboard,N,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14679626,0.0,0.0,0.2417044,0.4851442,0.0,0.0,0.0,0.11030252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18632834,0.0,0.0
0,Cardboard,N,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15341483,0.0,0.0,0.24305871,0.48542142,0.0,0.0,0.0,0.11718659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19455291,0.0,0.0
0,Cardboard,N,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063885227,0.0,0.0,0.15067907,0.22918217,0.0,0.0,0.0,0.017197557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03868051,0.0,0.03809642
0,Cardboard,N,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077094734,0.0,0.0,0.15098609,0.22736503,0.0,0.0,0.0,0.019388229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041166253,0.0,0.03870117
0,Cardboard,N,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055547655,0.0,0.0,0.14903995,0.2209614,0.0,0.0,0.0,0.01823511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039319493,0.0,0.03979068
0,Cardboard,N,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984417,0.07289143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023966387,0.0,0.0,0.0,0.055612445
0,Cardboard,N,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1007442,0.08187689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020741986,0.0,0.0,0.0,0.053794578
0,Cardboard,N,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09907405,0.07516964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02117161,0.0,0.0,0.0,0.055030048
0,Cardboard,N,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2248863,0.0,0.0,0.26983973,0.62777895,0.0,0.0,0.0,0.15627193,0.0,0.0,0.0,0.0,0.0,0.0,0.09599079,0.0,0.0,0.0,0.0,0.0,0.24983259,0.0,0.0
0,Cardboard,N,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21528682,0.0,0.0,0.26553988,0.5938538,0.0,0.0,0.0,0.15444165,0.0,0.0,0.0,0.0,0.0,0.0,0.07788567,0.0,0.0,0.0,0.0,0.0,0.24632539,0.0,0.0
0,Cardboard,N,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21061888,0.0,0.0,0.26450336,0.58895636,0.0,0.0,0.0,0.15045743,0.0,0.0,0.0,0.0,0.0,0.0,0.07025786,0.0,0.0,0.0,0.0,0.0,0.24194063,0.0,0.0
0,Cardboard,N,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12748063,0.0,0.0,0.23226835,0.45584714,0.0,0.0,0.0,0.09708743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16764432,0.0,0.0
0,Cardboard,N,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1247018,0.0,0.0,0.22866657,0.43742412,0.0,0.0,0.0,0.09884286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1674741,0.0,0.00096103176
0,Cardboard,N,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088494256,0.0,0.0,0.20825759,0.39473003,0.0,0.0,0.0,0.07002406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12518117,0.0,0.005435936
0,Cardboard,N,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09237321,0.050657496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035850793,0.0,0.0,0.0,0.059333485
0,Cardboard,N,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089469485,0.04158087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047684845,0.0,0.0,0.0,0.06031358
0,Cardboard,N,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08596775,0.028541356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456586,0.0,0.0,0.0,0.06269779
0,Cardboard,W,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10871635,0.07556318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002072893,0.0,0.06461416
0,Cardboard,W,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101156875,0.0,0.0,0.22115795,0.42863524,0.0,0.0,0.0,0.07637456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13649723,0.0,0.00832461
0,Cardboard,W,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10583633,0.0,0.0,0.21956365,0.40977192,0.0,0.0,0.0,0.08611585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14680164,0.0,0.01256768
0,Cardboard,W,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18644884,0.0,0.0,0.25589594,0.53625375,0.0,0.0,0.0,0.13858221,0.0,0.0,0.0,0.0,0.0,0.0,0.031912997,0.0,0.0,0.0,0.0,0.0,0.22444007,0.0,0.0
0,Cardboard,W,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18657076,0.0,0.0,0.25610334,0.53703237,0.0,0.0,0.0,0.13854218,0.0,0.0,0.0,0.0,0.0,0.0,0.032134756,0.0,0.0,0.0,0.0,0.0,0.22441664,0.0,0.0
0,Cardboard,W,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17858446,0.0,0.0,0.25204375,0.51791495,0.0,0.0,0.0,0.13511164,0.0,0.0,0.0,0.0,0.0,0.0,0.020331219,0.0,0.0,0.0,0.0,0.0,0.21873292,0.0,0.0
0,Cardboard,W,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1343002,0.18305035,0.0,0.0,0.0,0.002695009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01797994,0.0,0.0443914
0,Cardboard,W,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13251033,0.17511712,0.0,0.0,0.0,0.0032637417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018081928,0.0,0.045771267
0,Cardboard,W,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13042657,0.16722332,0.0,0.0,0.0,0.002901435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017111233,0.0,0.046987206
0,Cardboard,W,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24068421,0.0,0.0,0.27292773,0.6443353,0.0,0.0,0.0,0.16923091,0.0,0.0,0.0,0.0,0.0,0.0,0.12308659,0.0,0.0,0.0,0.0,0.0,0.2646376,0.0,0.0
0,Cardboard,W,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2406309,0.0,0.0,0.27181107,0.63450885,0.0,0.0,0.0,0.1716451,0.0,0.0,0.0,0.0,0.0,0.0,0.12199606,0.0,0.0,0.0,0.0,0.0,0.26686665,0.0,0.0
0,Cardboard,W,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26246864,0.0,0.0,0.27527905,0.6547509,0.0,0.0,0.0,0.1896263,0.0,0.0,0.0,0.0,0.0,0.0,0.16051747,0.0,0.0,0.0,0.0,0.0,0.28791463,0.0,0.0
0,Cardboard,W,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2240256,0.0,0.0,0.26549423,0.58968365,0.0,0.0,0.0,0.16499121,0.0,0.0,0.0,0.0,0.0,0.0,0.09046899,0.0,0.0,0.0,0.0,0.0,0.25771305,0.0,0.0
0,Cardboard,W,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20512626,0.0,0.0,0.26155382,0.5673095,0.0,0.0,0.0,0.14983375,0.0,0.0,0.0,0.0,0.0,0.0,0.05954452,0.0,0.0,0.0,0.0,0.0,0.24048652,0.0,0.0
0,Cardboard,W,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18559274,0.0,0.0,0.25326002,0.5233032,0.0,0.0,0.0,0.14071901,0.0,0.0,0.0,0.0,0.0,0.0,0.029732034,0.0,0.0,0.0,0.0,0.0,0.22629546,0.0,0.0
0,Cardboard,W,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13454169,0.18441786,0.0,0.0,0.0,0.0035382733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019102795,0.0,0.042952407
0,Cardboard,W,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1248045,0.15791859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001929801,0.0,0.045680046
0,Cardboard,W,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11924473,0.13926892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04751932
0,Cardboard,W,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26961768,0.0,0.0,0.2777145,0.67832464,0.0,0.0,0.0,0.19092578,0.0,0.0,0.0,0.0,0.0,0.0,0.17432185,0.0,0.0,0.0,0.0,0.0,0.290947,0.0,0.0
0,Cardboard,W,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667769,0.0,0.0,0.2769823,0.67439884,0.0,0.0,0.0,0.18884084,0.0,0.0,0.0,0.0,0.0,0.0,0.16906326,0.0,0.0,0.0,0.0,0.0,0.28853092,0.0,0.0
0,Cardboard,W,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26255187,0.0,0.0,0.27570254,0.6654452,0.0,0.0,0.0,0.18660846,0.0,0.0,0.0,0.0,0.0,0.0,0.16106455,0.0,0.0,0.0,0.0,0.0,0.28563935,0.0,0.0
0,Cardboard,W,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1283789,0.0,0.0,0.2319391,0.45312762,0.0,0.0,0.0,0.098665476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942234,0.0,0.0
0,Cardboard,W,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13052014,0.0,0.0,0.23312357,0.45684642,0.0,0.0,0.0,0.099986345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17165945,0.0,0.0
0,Cardboard,W,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11123048,0.0,0.0,0.21946336,0.41505754,0.0,0.0,0.0,0.08953282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296793,0.0,0.0022967793
0,Cardboard,W,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08427607,0.02277188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059453044,0.0,0.0,0.0,0.06349841
0,Cardboard,W,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08491808,0.025199413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775127,0.0,0.0,0.0,0.062953
0,Cardboard,W,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08613592,0.02859141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049968537,0.0,0.0,0.0,0.06257317
0,Cardboard,W,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18034303,0.0,0.0,0.25675756,0.5640841,0.0,0.0,0.0,0.124317884,0.0,0.0,0.0,0.0,0.0,0.0,0.026388034,0.0,0.0,0.0,0.0,0.0,0.21051829,0.0,0.0
0,Cardboard,W,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2389541,0.0,0.0,0.27070713,0.6362522,0.0,0.0,0.0,0.1687982,0.0,0.0,0.0,0.0,0.0,0.0,0.11833291,0.0,0.0,0.0,0.0,0.0,0.26466596,0.0,0.0
0,Cardboard,W,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23357666,0.0,0.0,0.2700406,0.63296163,0.0,0.0,0.0,0.16391069,0.0,0.0,0.0,0.0,0.0,0.0,0.10918267,0.0,0.0,0.0,0.0,0.0,0.2590782,0.0,0.0
0,Cardboard,W,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14092532,0.0,0.0,0.23895568,0.48364192,0.0,0.0,0.0,0.103953645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17932248,0.0,0.0
0,Cardboard,W,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119316295,0.0,0.0,0.22352874,0.42370468,0.0,0.0,0.0,0.096056804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16254899,0.0,0.00034863874
0,Cardboard,W,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08566803,0.0,0.0,0.20367976,0.37804925,0.0,0.0,0.0,0.07081054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12445028,0.0,0.006205544
0,Cardboard,W,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098458886,0.07544674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028069403,0.0,0.0,0.0,0.053458937
0,Cardboard,W,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103656314,0.09418799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132359825,0.0,0.0,0.0,0.050042216
0,Cardboard,W,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10366074,0.092905834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007785731,0.0,0.0,0.0,0.050714742
0,Cardboard,W,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20835152,0.0,0.0,0.26540005,0.6049288,0.0,0.0,0.0,0.14346497,0.0,0.0,0.0,0.0,0.0,0.0,0.06829424,0.0,0.0,0.0,0.0,0.0,0.23560579,0.0,0.0
0,Cardboard,W,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23509082,0.0,0.0,0.270743,0.6407548,0.0,0.0,0.0,0.16342837,0.0,0.0,0.0,0.0,0.0,0.0,0.11219789,0.0,0.0,0.0,0.0,0.0,0.25909227,0.0,0.0
0,Cardboard,W,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23967311,0.0,0.0,0.27196136,0.65041274,0.0,0.0,0.0,0.16579296,0.0,0.0,0.0,0.0,0.0,0.0,0.12064166,0.0,0.0,0.0,0.0,0.0,0.26227105,0.0,0.0
0,Cardboard,W,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075786605,0.0,0.0,0.19996038,0.3808983,0.0,0.0,0.0,0.058126464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108749256,0.0,0.00410337
0,Cardboard,W,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09491299,0.0,0.0,0.21306221,0.41868317,0.0,0.0,0.0,0.07031618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1290695,0.0,0.0
0,Cardboard,W,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06080544,0.0,0.0,0.1889895,0.34658825,0.0,0.0,0.0,0.049925208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09395366,0.0,0.011391073
